task_id,auc
0,0.49666666666666665
1,0.3883333333333333
2,0.8133333333333334
3,0.8866666666666667
4,0.42333333333333334
5,0.7
6,0.76
7,0.6333333333333333
8,0.43666666666666665
9,0.46333333333333326
10,0.4933333333333333
11,0.7033333333333334
12,0.5533333333333333
13,0.4166666666666667
14,0.4066666666666667
15,0.4666666666666667
16,0.72
17,0.38
18,0.4766666666666667
19,0.4966666666666667
20,0.44333333333333336
21,0.385
22,0.31
23,0.5833333333333334
24,0.7233333333333334
25,0.4800000000000001
26,0.66
27,0.58
28,0.7733333333333334
29,0.28500000000000003
30,0.6833333333333333
31,0.7733333333333333
32,0.21333333333333332
33,0.27999999999999997
34,0.3766666666666667
35,0.46
36,0.8733333333333334
37,0.6466666666666667
38,0.38
39,0.6466666666666666
40,0.3966666666666666
41,0.29333333333333333
42,0.35000000000000003
43,0.53
44,0.22833333333333333
45,0.72
46,0.145
47,0.7433333333333334
48,0.4833333333333333
49,0.48333333333333334
50,0.7
51,0.48333333333333334
52,0.3933333333333333
53,0.7533333333333333
54,0.7933333333333333
55,0.5733333333333333
56,0.5533333333333333
57,0.5700000000000001
58,0.3983333333333333
59,0.4666666666666666
60,0.3533333333333333
61,0.6133333333333333
62,0.31666666666666665
63,0.8433333333333334
64,0.43666666666666665
65,0.5266666666666666
66,0.36333333333333334
67,0.31666666666666665
68,0.3666666666666667
69,0.3
70,0.31666666666666665
71,0.5066666666666667
72,0.42333333333333334
73,0.415
74,0.5700000000000001
75,0.4733333333333334
76,0.445
77,0.33666666666666667
78,0.6033333333333334
79,0.4766666666666667
80,0.75
81,0.78
82,0.4666666666666666
83,0.43999999999999995
84,0.53
85,0.5300000000000001
86,0.30333333333333334
87,0.6133333333333334
88,0.51
89,0.4
90,0.5066666666666666
91,0.6466666666666667
92,0.3566666666666667
93,0.3833333333333333
94,0.5333333333333333
95,0.62
96,0.5033333333333333
97,0.4866666666666667
98,0.44666666666666666
99,0.1433333333333333
100,0.29
101,0.5066666666666666
102,0.5833333333333333
103,0.7433333333333334
104,0.43333333333333335
105,0.6633333333333333
106,0.35333333333333333
107,0.25333333333333335
108,0.5066666666666666
109,0.4600000000000001
110,0.5166666666666666
111,0.37333333333333335
112,0.43000000000000005
113,0.6433333333333333
114,0.4633333333333333
115,0.3383333333333334
116,0.6
117,0.55
118,0.29333333333333333
119,0.42666666666666664
120,0.4016666666666666
121,0.2866666666666666
122,0.48333333333333334
123,0.4633333333333334
124,0.5900000000000001
125,0.5666666666666667
126,0.3833333333333333
127,0.49
128,0.4266666666666667
129,0.5900000000000001
130,0.3516666666666667
131,0.4966666666666667
132,0.3233333333333333
133,0.35000000000000003
134,0.74
135,0.4133333333333334
136,0.31666666666666665
137,0.3733333333333333
138,0.5783333333333334
139,0.32666666666666666
140,0.33666666666666667
141,0.32666666666666666
142,0.37333333333333335
143,0.7633333333333334
144,0.43
145,0.3383333333333333
146,0.49333333333333335
147,0.5800000000000001
148,0.415
149,0.51
150,0.24833333333333332
151,0.6399999999999999
152,0.49666666666666665
153,0.5266666666666666
154,0.49333333333333335
155,0.42666666666666664
156,0.42333333333333334
157,0.49
158,0.51
159,0.6433333333333333
160,0.2816666666666667
161,0.39333333333333337
162,0.6266666666666667
163,0.25166666666666665
164,0.53
165,0.5599999999999999
166,0.36000000000000004
167,0.4
168,0.3333333333333333
169,0.2866666666666667
170,0.5033333333333333
171,0.4066666666666666
172,0.5733333333333333
173,0.42333333333333334
174,0.51
175,0.25
176,0.5266666666666666
177,0.5633333333333334
178,0.36999999999999994
179,0.6833333333333333
180,0.87
181,0.48000000000000004
182,0.55
183,0.41666666666666663
184,0.6766666666666666
185,0.33999999999999997
186,0.5166666666666667
187,0.5333333333333333
188,0.25
189,0.35333333333333333
190,0.42166666666666663
191,0.5066666666666666
192,0.6766666666666667
193,0.35
194,0.39333333333333337
195,0.5266666666666667
196,0.35333333333333333
197,0.6266666666666667
198,0.43
199,0.6066666666666667
200,0.38333333333333336
201,0.6133333333333333
202,0.395
203,0.38666666666666666
204,0.47
205,0.3333333333333333
206,0.4533333333333333
207,0.3466666666666667
208,0.47
209,0.6599999999999999
210,0.6600000000000001
211,0.37999999999999995
212,0.3933333333333333
213,0.49666666666666665
214,0.25
215,0.65
216,0.42999999999999994
217,0.5733333333333334
218,0.30333333333333334
219,0.5133333333333333
220,0.35333333333333333
221,0.35666666666666663
222,0.09666666666666668
223,0.5033333333333333
224,0.51
225,0.5166666666666667
226,0.52
227,0.37333333333333335
228,0.5800000000000001
229,0.6566666666666666
230,0.23333333333333334
231,0.43000000000000005
232,0.4066666666666666
233,0.5366666666666666
234,0.7333333333333334
235,0.55
236,0.47
237,0.48000000000000004
238,0.29999999999999993
239,0.18166666666666664
240,0.6033333333333334
241,0.5133333333333333
242,0.30333333333333334
243,0.65
244,0.3866666666666666
245,0.5766666666666667
246,0.5466666666666666
247,0.29333333333333333
248,0.41000000000000003
249,0.8266666666666667
250,0.5266666666666666
251,0.5433333333333333
252,0.32333333333333336
253,0.45666666666666667
254,0.32333333333333336
255,0.43999999999999995
256,0.6066666666666667
257,0.54
258,0.48
259,0.2333333333333333
260,0.3383333333333334
261,0.6866666666666666
262,0.3733333333333333
263,0.4533333333333333
264,0.41000000000000003
265,0.36
266,0.27999999999999997
267,0.5800000000000001
268,0.4166666666666667
269,0.4633333333333334
270,0.67
271,0.52
272,0.34
273,0.2866666666666667
274,0.5499999999999999
275,0.55
276,0.25166666666666665
277,0.22166666666666668
278,0.3733333333333333
279,0.3333333333333333
280,0.33
281,0.6033333333333333
282,0.4833333333333334
283,0.6366666666666667
284,0.5533333333333333
285,0.29333333333333333
286,0.7933333333333334
287,0.3933333333333333
288,0.4833333333333333
289,0.7000000000000001
290,0.29
291,0.4066666666666666
292,0.41666666666666663
293,0.48666666666666664
294,0.37333333333333335
295,0.43333333333333335
296,0.4933333333333334
297,0.33499999999999996
298,0.42999999999999994
299,0.5399999999999999
300,0.7566666666666666
301,0.54
302,0.45666666666666667
303,0.55
304,0.6966666666666667
305,0.5633333333333334
306,0.5999999999999999
307,0.3766666666666666
308,0.49
309,0.42999999999999994
310,0.6433333333333333
311,0.6533333333333333
312,0.395
313,0.5833333333333334
314,0.29000000000000004
315,0.3833333333333333
316,0.5066666666666666
317,0.7233333333333334
318,0.22166666666666665
319,0.3933333333333333
320,0.33
321,0.49
322,0.5133333333333333
323,0.33666666666666667
324,0.345
325,0.59
326,0.365
327,0.6966666666666667
328,0.5199999999999999
329,0.45
330,0.47000000000000003
331,0.47000000000000003
332,0.5833333333333334
333,0.58
334,0.5666666666666667
335,0.24333333333333335
336,0.44333333333333336
337,0.4766666666666667
338,0.41000000000000003
339,0.3766666666666667
340,0.5866666666666667
341,0.48
342,0.6200000000000001
343,0.7433333333333334
344,0.40666666666666673
345,0.46
346,0.31999999999999995
347,0.48333333333333334
348,0.6066666666666667
349,0.3533333333333333
350,0.44999999999999996
351,0.5833333333333333
352,0.25
353,0.45
354,0.45666666666666667
355,0.51
356,0.3933333333333333
357,0.45333333333333337
358,0.4033333333333333
359,0.3466666666666667
360,0.5366666666666666
361,0.5466666666666666
362,0.5366666666666666
363,0.3283333333333333
364,0.72
365,0.5466666666666666
366,0.5833333333333334
367,0.43
368,0.45999999999999996
369,0.43
370,0.6166666666666667
371,0.21999999999999997
372,0.4866666666666667
373,0.5999999999999999
374,0.5266666666666667
375,0.48333333333333334
376,0.27
377,0.5633333333333334
378,0.2866666666666666
379,0.48
380,0.3966666666666666
381,0.5833333333333334
382,0.35333333333333333
383,0.48
384,0.5833333333333333
385,0.36666666666666664
386,0.51
387,0.3633333333333333
388,0.36500000000000005
389,0.32333333333333336
390,0.6000000000000001
391,0.35
392,0.6100000000000001
393,0.61
